lake_name,year,ice_off_doy
 LAKE SUPERIOR AT BAYFIELD,1953,29
 LAKE SUPERIOR AT BAYFIELD,1954,10
 LAKE SUPERIOR AT BAYFIELD,1955,8
 LAKE SUPERIOR AT BAYFIELD,1956,6
 LAKE SUPERIOR AT BAYFIELD,1957,11
 LAKE SUPERIOR AT BAYFIELD,1958,3
 LAKE SUPERIOR AT BAYFIELD,1959,6
 LAKE SUPERIOR AT BAYFIELD,1960,12
 LAKE SUPERIOR AT BAYFIELD,1961,5
 LAKE SUPERIOR AT BAYFIELD,1962,19
 LAKE SUPERIOR AT BAYFIELD,1963,8
 LAKE SUPERIOR AT BAYFIELD,1964,7
 LAKE SUPERIOR AT BAYFIELD,1965,21
 LAKE SUPERIOR AT BAYFIELD,1966,23
 LAKE SUPERIOR AT BAYFIELD,1967,4
 LAKE SUPERIOR AT BAYFIELD,1968,26
 LAKE SUPERIOR AT BAYFIELD,1969,5
 LAKE SUPERIOR AT BAYFIELD,1970,5
 LAKE SUPERIOR AT BAYFIELD,1971,12
 LAKE SUPERIOR AT BAYFIELD,1972,23
 LAKE SUPERIOR AT BAYFIELD,1973,19
 LAKE SUPERIOR AT BAYFIELD,1974,17
 LAKE SUPERIOR AT BAYFIELD,1975,24
 LAKE SUPERIOR AT BAYFIELD,1976,29
 LAKE SUPERIOR AT BAYFIELD,1977,29
 LAKE SUPERIOR AT BAYFIELD,1978,5
 LAKE SUPERIOR AT BAYFIELD,1979,18
 LAKE SUPERIOR AT BAYFIELD,1980,4
 LAKE SUPERIOR AT BAYFIELD,1981,30
 LAKE SUPERIOR AT BAYFIELD,1982,13
 LAKE SUPERIOR AT BAYFIELD,1983,3
 LAKE SUPERIOR AT BAYFIELD,1984,8
 LAKE SUPERIOR AT BAYFIELD,1985,27
 LAKE SUPERIOR AT BAYFIELD,1986,1
 LAKE SUPERIOR AT BAYFIELD,1987,8
 LAKE SUPERIOR AT BAYFIELD,1988,5
 LAKE SUPERIOR AT BAYFIELD,1989,16
 LAKE SUPERIOR AT BAYFIELD,1990,1
 LAKE SUPERIOR AT BAYFIELD,1991,1
 LAKE SUPERIOR AT BAYFIELD,1992,29
 LAKE SUPERIOR AT BAYFIELD,1993,31
 LAKE SUPERIOR AT BAYFIELD,1994,9
 LAKE SUPERIOR AT BAYFIELD,1995,22
 LAKE SUPERIOR AT BAYFIELD,1996,24
 LAKE SUPERIOR AT BAYFIELD,1997,6
 LAKE SUPERIOR AT BAYFIELD,1999,23
 LAKE SUPERIOR AT BAYFIELD,2000,3
 LAKE SUPERIOR AT BAYFIELD,2001,7
 LAKE SUPERIOR AT BAYFIELD,2002,17
 LAKE SUPERIOR AT BAYFIELD,2003,8
 LAKE SUPERIOR AT BAYFIELD,2004,25
 LAKE SUPERIOR AT BAYFIELD,2005,31
 LAKE SUPERIOR AT BAYFIELD,2006,9
 LAKE SUPERIOR AT BAYFIELD,2007,24
 LAKE SUPERIOR AT BAYFIELD,2008,6
 LAKE SUPERIOR AT BAYFIELD,2009,6
 LAKE SUPERIOR AT BAYFIELD,2010,11
 LAKE SUPERIOR AT BAYFIELD,2011,18
 MINNETONKA,1855,108
 MINNETONKA,1856,128
 MINNETONKA,1857,125
 MINNETONKA,1858,89
 MINNETONKA,1859,124
 MINNETONKA,1860,94
 MINNETONKA,1863,105
 MINNETONKA,1873,117
 MINNETONKA,1877,104
 MINNETONKA,1878,70
 MINNETONKA,1887,104
 MINNETONKA,1888,115
 MINNETONKA,1889,91
 MINNETONKA,1890,106
 MINNETONKA,1891,111
 MINNETONKA,1892,101
 MINNETONKA,1893,118
 MINNETONKA,1894,99
 MINNETONKA,1895,95
 MINNETONKA,1896,95
 MINNETONKA,1897,108
 MINNETONKA,1898,108
 MINNETONKA,1899,114
 MINNETONKA,1900,106
 MINNETONKA,1901,113
 MINNETONKA,1902,91
 MINNETONKA,1903,103
 MINNETONKA,1904,115
 MINNETONKA,1905,92
 MINNETONKA,1906,106
 MINNETONKA,1907,98
 MINNETONKA,1908,102
 MINNETONKA,1909,116
 MINNETONKA,1910,86
 MINNETONKA,1911,91
 MINNETONKA,1912,103
 MINNETONKA,1913,108
 MINNETONKA,1914,107
 MINNETONKA,1915,107
 MINNETONKA,1916,109
 MINNETONKA,1917,108
 MINNETONKA,1918,104
 MINNETONKA,1919,96
 MINNETONKA,1920,107
 MINNETONKA,1921,93
 MINNETONKA,1922,107
 MINNETONKA,1923,113
 MINNETONKA,1924,114
 MINNETONKA,1925,97
 MINNETONKA,1926,108
 MINNETONKA,1927,102
 MINNETONKA,1928,108
 MINNETONKA,1929,97
 MINNETONKA,1930,95
 MINNETONKA,1931,96
 MINNETONKA,1932,104
 MINNETONKA,1933,108
 MINNETONKA,1934,100
 MINNETONKA,1935,97
 MINNETONKA,1936,110
 MINNETONKA,1937,109
 MINNETONKA,1938,99
 MINNETONKA,1939,107
 MINNETONKA,1940,115
 MINNETONKA,1941,104
 MINNETONKA,1942,94
 MINNETONKA,1943,102
 MINNETONKA,1944,113
 MINNETONKA,1945,89
 MINNETONKA,1946,92
 MINNETONKA,1947,109
 MINNETONKA,1948,101
 MINNETONKA,1949,103
 MINNETONKA,1950,122
 MINNETONKA,1951,118
 MINNETONKA,1952,112
 MINNETONKA,1953,98
 MINNETONKA,1954,102
 MINNETONKA,1955,102
 MINNETONKA,1956,111
 MINNETONKA,1957,110
 MINNETONKA,1958,101
 MINNETONKA,1959,100
 MINNETONKA,1960,106
 MINNETONKA,1961,104
 MINNETONKA,1962,115
 MINNETONKA,1963,100
 MINNETONKA,1964,103
 MINNETONKA,1965,121
 MINNETONKA,1966,94
 MINNETONKA,1967,99
 MINNETONKA,1968,91
 MINNETONKA,1969,107
 MINNETONKA,1970,109
 MINNETONKA,1971,107
 MINNETONKA,1972,116
 MINNETONKA,1973,94
 MINNETONKA,1974,109
 MINNETONKA,1975,118
 MINNETONKA,1976,93
 MINNETONKA,1977,100
 MINNETONKA,1978,107
 MINNETONKA,1979,113
 MINNETONKA,1980,109
 MINNETONKA,1981,86
 MINNETONKA,1982,109
 MINNETONKA,1983,112
 MINNETONKA,1984,103
 MINNETONKA,1985,103
 MINNETONKA,1986,98
 MINNETONKA,1987,80
 MINNETONKA,1988,97
 MINNETONKA,1989,107
 MINNETONKA,1990,94
 MINNETONKA,1991,98
 MINNETONKA,1992,99
 MINNETONKA,1993,109
 MINNETONKA,1994,101
 MINNETONKA,1995,93
 MINNETONKA,1996,114
 MINNETONKA,1997,108
 MINNETONKA,1998,93
 MINNETONKA,1999,92
 MINNETONKA,2000,77
 MINNETONKA,2001,109
 MINNETONKA,2002,106
 MINNETONKA,2003,102
 MINNETONKA,2004,95
 MINNETONKA,2005,99
 MINNETONKA,2006,99
 MINNETONKA,2007,93
 MINNETONKA,2008,113
 MINNETONKA,2009,103
 MINNETONKA,2010,92
 MINNETONKA,2011,104
 MINNETONKA,2012,81
 MINNETONKA,2013,122
 MINNETONKA,2014,114
 MINNETONKA,2015,95
 MINNETONKA,2016,77
 MINNETONKA,2017,87
 MINNETONKA,2018,125
Winnepesaukee,1887,127
Winnepesaukee,1888,133
Winnepesaukee,1889,104
Winnepesaukee,1890,114
Winnepesaukee,1891,113
Winnepesaukee,1892,102
Winnepesaukee,1893,130
Winnepesaukee,1894,110
Winnepesaukee,1895,116
Winnepesaukee,1896,114
Winnepesaukee,1897,113
Winnepesaukee,1898,104
Winnepesaukee,1899,122
Winnepesaukee,1900,116
Winnepesaukee,1901,110
Winnepesaukee,1902,94
Winnepesaukee,1903,92
Winnepesaukee,1904,120
Winnepesaukee,1905,114
Winnepesaukee,1906,116
Winnepesaukee,1907,119
Winnepesaukee,1908,112
Winnepesaukee,1909,109
Winnepesaukee,1910,96
Winnepesaukee,1911,122
Winnepesaukee,1912,114
Winnepesaukee,1913,107
Winnepesaukee,1914,105
Winnepesaukee,1915,114
Winnepesaukee,1916,107
Winnepesaukee,1917,118
Winnepesaukee,1918,114
Winnepesaukee,1919,104
Winnepesaukee,1920,115
Winnepesaukee,1921,87
Winnepesaukee,1922,107
Winnepesaukee,1923,114
Winnepesaukee,1924,109
Winnepesaukee,1925,100
Winnepesaukee,1926,122
Winnepesaukee,1927,103
Winnepesaukee,1928,110
Winnepesaukee,1929,108
Winnepesaukee,1930,97
Winnepesaukee,1931,101
Winnepesaukee,1932,111
Winnepesaukee,1933,115
Winnepesaukee,1934,111
Winnepesaukee,1935,111
Winnepesaukee,1936,99
Winnepesaukee,1937,115
Winnepesaukee,1938,107
Winnepesaukee,1939,124
Winnepesaukee,1940,125
Winnepesaukee,1941,106
Winnepesaukee,1942,108
Winnepesaukee,1943,120
Winnepesaukee,1944,124
Winnepesaukee,1945,91
Winnepesaukee,1946,89
Winnepesaukee,1947,114
Winnepesaukee,1948,101
Winnepesaukee,1949,108
Winnepesaukee,1950,110
Winnepesaukee,1951,104
Winnepesaukee,1952,111
Winnepesaukee,1953,93
Winnepesaukee,1954,106
Winnepesaukee,1955,109
Winnepesaukee,1956,126
Winnepesaukee,1957,93
Winnepesaukee,1958,103
Winnepesaukee,1959,116
Winnepesaukee,1960,110
Winnepesaukee,1961,117
Winnepesaukee,1962,114
Winnepesaukee,1963,110
Winnepesaukee,1964,119
Winnepesaukee,1965,112
Winnepesaukee,1966,110
Winnepesaukee,1967,110
Winnepesaukee,1968,106
Winnepesaukee,1969,115
Winnepesaukee,1970,118
Winnepesaukee,1971,126
Winnepesaukee,1972,123
Winnepesaukee,1973,106
Winnepesaukee,1974,106
Winnepesaukee,1975,115
Winnepesaukee,1976,107
Winnepesaukee,1977,113
Winnepesaukee,1978,117
Winnepesaukee,1979,116
Winnepesaukee,1980,108
Winnepesaukee,1981,95
Winnepesaukee,1982,119
Winnepesaukee,1983,100
Winnepesaukee,1984,111
Winnepesaukee,1985,104
Winnepesaukee,1986,106
Winnepesaukee,1987,102
Winnepesaukee,1988,107
Winnepesaukee,1989,115
Winnepesaukee,1990,112
Winnepesaukee,1991,98
Winnepesaukee,1992,112
Winnepesaukee,1993,112
Winnepesaukee,1994,113
Winnepesaukee,1995,105
Winnepesaukee,1996,108
Winnepesaukee,1997,114
Winnepesaukee,1998,97
Winnepesaukee,1999,98
Winnepesaukee,2000,101
Winnepesaukee,2001,122
Winnepesaukee,2002,95
Winnepesaukee,2003,115
Winnepesaukee,2004,111
Winnepesaukee,2005,110
Winnepesaukee,2006,93
Winnepesaukee,2007,113
Winnepesaukee,2008,113
Winnepesaukee,2009,103
Winnepesaukee,2010,83
Winnepesaukee,2011,109
Winnepesaukee,2012,82
Winnepesaukee,2013,107
Winnepesaukee,2014,113
Winnepesaukee,2015,114
Winnepesaukee,2016,77
Winnepesaukee,2017,108
Winnepesaukee,2018,116
 MOOSEHEAD LAKE,1848,120
 MOOSEHEAD LAKE,1849,132
 MOOSEHEAD LAKE,1850,129
 MOOSEHEAD LAKE,1851,134
 MOOSEHEAD LAKE,1852,137
 MOOSEHEAD LAKE,1853,131
 MOOSEHEAD LAKE,1854,140
 MOOSEHEAD LAKE,1855,137
 MOOSEHEAD LAKE,1856,129
 MOOSEHEAD LAKE,1857,132
 MOOSEHEAD LAKE,1858,133
 MOOSEHEAD LAKE,1859,134
 MOOSEHEAD LAKE,1860,131
 MOOSEHEAD LAKE,1861,132
 MOOSEHEAD LAKE,1862,138
 MOOSEHEAD LAKE,1863,138
 MOOSEHEAD LAKE,1864,126
 MOOSEHEAD LAKE,1865,124
 MOOSEHEAD LAKE,1866,131
 MOOSEHEAD LAKE,1867,139
 MOOSEHEAD LAKE,1868,138
 MOOSEHEAD LAKE,1869,130
 MOOSEHEAD LAKE,1870,124
 MOOSEHEAD LAKE,1871,133
 MOOSEHEAD LAKE,1872,131
 MOOSEHEAD LAKE,1873,136
 MOOSEHEAD LAKE,1874,145
 MOOSEHEAD LAKE,1875,144
 MOOSEHEAD LAKE,1876,143
 MOOSEHEAD LAKE,1877,126
 MOOSEHEAD LAKE,1878,149
 MOOSEHEAD LAKE,1879,134
 MOOSEHEAD LAKE,1880,126
 MOOSEHEAD LAKE,1881,129
 MOOSEHEAD LAKE,1882,138
 MOOSEHEAD LAKE,1883,133
 MOOSEHEAD LAKE,1884,128
 MOOSEHEAD LAKE,1885,136
 MOOSEHEAD LAKE,1886,122
 MOOSEHEAD LAKE,1887,133
 MOOSEHEAD LAKE,1888,142
 MOOSEHEAD LAKE,1889,120
 MOOSEHEAD LAKE,1890,129
 MOOSEHEAD LAKE,1891,134
 MOOSEHEAD LAKE,1892,124
 MOOSEHEAD LAKE,1893,138
 MOOSEHEAD LAKE,1894,121
 MOOSEHEAD LAKE,1895,126
 MOOSEHEAD LAKE,1896,128
 MOOSEHEAD LAKE,1897,128
 MOOSEHEAD LAKE,1898,124
 MOOSEHEAD LAKE,1899,127
 MOOSEHEAD LAKE,1900,131
 MOOSEHEAD LAKE,1901,119
 MOOSEHEAD LAKE,1902,118
 MOOSEHEAD LAKE,1903,118
 MOOSEHEAD LAKE,1904,130
 MOOSEHEAD LAKE,1905,122
 MOOSEHEAD LAKE,1906,133
 MOOSEHEAD LAKE,1907,134
 MOOSEHEAD LAKE,1908,131
 MOOSEHEAD LAKE,1909,135
 MOOSEHEAD LAKE,1910,110
 MOOSEHEAD LAKE,1911,133
 MOOSEHEAD LAKE,1912,128
 MOOSEHEAD LAKE,1913,122
 MOOSEHEAD LAKE,1914,135
 MOOSEHEAD LAKE,1915,121
 MOOSEHEAD LAKE,1916,124
 MOOSEHEAD LAKE,1917,134
 MOOSEHEAD LAKE,1918,121
 MOOSEHEAD LAKE,1919,123
 MOOSEHEAD LAKE,1920,134
 MOOSEHEAD LAKE,1921,112
 MOOSEHEAD LAKE,1922,121
 MOOSEHEAD LAKE,1923,130
 MOOSEHEAD LAKE,1924,129
 MOOSEHEAD LAKE,1925,118
 MOOSEHEAD LAKE,1926,138
 MOOSEHEAD LAKE,1927,116
 MOOSEHEAD LAKE,1928,132
 MOOSEHEAD LAKE,1929,128
 MOOSEHEAD LAKE,1930,125
 MOOSEHEAD LAKE,1931,114
 MOOSEHEAD LAKE,1932,125
 MOOSEHEAD LAKE,1933,124
 MOOSEHEAD LAKE,1934,124
 MOOSEHEAD LAKE,1935,130
 MOOSEHEAD LAKE,1936,122
 MOOSEHEAD LAKE,1937,130
 MOOSEHEAD LAKE,1938,119
 MOOSEHEAD LAKE,1939,137
 MOOSEHEAD LAKE,1940,138
 MOOSEHEAD LAKE,1941,119
 MOOSEHEAD LAKE,1942,125
 MOOSEHEAD LAKE,1943,137
 MOOSEHEAD LAKE,1944,134
 MOOSEHEAD LAKE,1945,104
 MOOSEHEAD LAKE,1946,126
 MOOSEHEAD LAKE,1947,134
 MOOSEHEAD LAKE,1948,124
 MOOSEHEAD LAKE,1949,113
 MOOSEHEAD LAKE,1950,127
 MOOSEHEAD LAKE,1951,119
 MOOSEHEAD LAKE,1952,120
 MOOSEHEAD LAKE,1953,114
 MOOSEHEAD LAKE,1954,122
 MOOSEHEAD LAKE,1955,124
 MOOSEHEAD LAKE,1956,135
 MOOSEHEAD LAKE,1957,122
 MOOSEHEAD LAKE,1958,122
 MOOSEHEAD LAKE,1959,129
 MOOSEHEAD LAKE,1960,126
 MOOSEHEAD LAKE,1961,137
 MOOSEHEAD LAKE,1962,138
 MOOSEHEAD LAKE,1963,127
 MOOSEHEAD LAKE,1964,127
 MOOSEHEAD LAKE,1965,127
 MOOSEHEAD LAKE,1966,126
 MOOSEHEAD LAKE,1967,128
 MOOSEHEAD LAKE,1968,115
 MOOSEHEAD LAKE,1969,133
 MOOSEHEAD LAKE,1970,136
 MOOSEHEAD LAKE,1971,133
 MOOSEHEAD LAKE,1972,142
 MOOSEHEAD LAKE,1973,125
 MOOSEHEAD LAKE,1974,137
 MOOSEHEAD LAKE,1975,132
 MOOSEHEAD LAKE,1976,121
 MOOSEHEAD LAKE,1977,126
 MOOSEHEAD LAKE,1978,135
 MOOSEHEAD LAKE,1979,121
 MOOSEHEAD LAKE,1980,123
 MOOSEHEAD LAKE,1981,117
 MOOSEHEAD LAKE,1982,133
 MOOSEHEAD LAKE,1983,122
 MOOSEHEAD LAKE,1984,126
 MOOSEHEAD LAKE,1985,123
 MOOSEHEAD LAKE,1986,118
 MOOSEHEAD LAKE,1987,111
 MOOSEHEAD LAKE,1988,123
 MOOSEHEAD LAKE,1989,129
 MOOSEHEAD LAKE,1990,127
 MOOSEHEAD LAKE,1991,123
 MOOSEHEAD LAKE,1992,133
 MOOSEHEAD LAKE,1993,128
 MOOSEHEAD LAKE,1994,131
 MOOSEHEAD LAKE,1995,122
 MOOSEHEAD LAKE,1996,125
 MOOSEHEAD LAKE,1997,131
 MOOSEHEAD LAKE,1998,117
 MOOSEHEAD LAKE,1999,120
 MOOSEHEAD LAKE,2000,120
 MOOSEHEAD LAKE,2001,124
 MOOSEHEAD LAKE,2002,110
 MOOSEHEAD LAKE,2003,127
 MOOSEHEAD LAKE,2004,121
 MOOSEHEAD LAKE,2005,130
 MOOSEHEAD LAKE,2006,109
 MOOSEHEAD LAKE,2007,132
 MOOSEHEAD LAKE,2008,
 MOOSEHEAD LAKE,2009,116
 MOOSEHEAD LAKE,2010,105
 MOOSEHEAD LAKE,2011,124
 MOOSEHEAD LAKE,2012,106
 MOOSEHEAD LAKE,2013,118
 MOOSEHEAD LAKE,2014,130
 MOOSEHEAD LAKE,2015,125
 MOOSEHEAD LAKE,2016,113
 MOOSEHEAD LAKE,2017,
 MOOSEHEAD LAKE,2018,128
 SEBAGO LAKE,1807,127
 SEBAGO LAKE,1812,121
 SEBAGO LAKE,1816,120
 SEBAGO LAKE,1819,119
 SEBAGO LAKE,1820,115
 SEBAGO LAKE,1821,119
 SEBAGO LAKE,1822,102
 SEBAGO LAKE,1823,113
 SEBAGO LAKE,1824,107
 SEBAGO LAKE,1825,106
 SEBAGO LAKE,1826,108
 SEBAGO LAKE,1834,104
 SEBAGO LAKE,1837,121
 SEBAGO LAKE,1840,109
 SEBAGO LAKE,1841,119
 SEBAGO LAKE,1842,110
 SEBAGO LAKE,1843,122
 SEBAGO LAKE,1844,107
 SEBAGO LAKE,1845,114
 SEBAGO LAKE,1846,104
 SEBAGO LAKE,1849,119
 SEBAGO LAKE,1851,110
 SEBAGO LAKE,1852,124
 SEBAGO LAKE,1853,110
 SEBAGO LAKE,1855,117
 SEBAGO LAKE,1856,117
 SEBAGO LAKE,1857,104
 SEBAGO LAKE,1858,106
 SEBAGO LAKE,1862,119
 SEBAGO LAKE,1863,118
 SEBAGO LAKE,1866,108
 SEBAGO LAKE,1867,116
 SEBAGO LAKE,1871,95
 SEBAGO LAKE,1872,124
 SEBAGO LAKE,1873,121
 SEBAGO LAKE,1874,127
 SEBAGO LAKE,1875,126
 SEBAGO LAKE,1876,121
 SEBAGO LAKE,1877,113
 SEBAGO LAKE,1878,102
 SEBAGO LAKE,1879,125
 SEBAGO LAKE,1880,103
 SEBAGO LAKE,1881,114
 SEBAGO LAKE,1882,109
 SEBAGO LAKE,1883,119
 SEBAGO LAKE,1884,116
 SEBAGO LAKE,1885,116
 SEBAGO LAKE,1886,115
 SEBAGO LAKE,1887,121
 SEBAGO LAKE,1888,128
 SEBAGO LAKE,1889,102
 SEBAGO LAKE,1890,114
 SEBAGO LAKE,1891,113
 SEBAGO LAKE,1892,101
 SEBAGO LAKE,1893,124
 SEBAGO LAKE,1894,109
 SEBAGO LAKE,1895,111
 SEBAGO LAKE,1896,111
 SEBAGO LAKE,1897,112
 SEBAGO LAKE,1898,103
 SEBAGO LAKE,1899,117
 SEBAGO LAKE,1900,116
 SEBAGO LAKE,1901,105
 SEBAGO LAKE,1902,89
 SEBAGO LAKE,1903,87
 SEBAGO LAKE,1904,113
 SEBAGO LAKE,1905,115
 SEBAGO LAKE,1906,112
 SEBAGO LAKE,1907,120
 SEBAGO LAKE,1908,115
 SEBAGO LAKE,1909,105
 SEBAGO LAKE,1910,93
 SEBAGO LAKE,1911,119
 SEBAGO LAKE,1912,113
 SEBAGO LAKE,1913,99
 SEBAGO LAKE,1914,110
 SEBAGO LAKE,1915,102
 SEBAGO LAKE,1916,108
 SEBAGO LAKE,1917,114
 SEBAGO LAKE,1918,116
 SEBAGO LAKE,1919,91
 SEBAGO LAKE,1920,113
 SEBAGO LAKE,1921,87
 SEBAGO LAKE,1922,104
 SEBAGO LAKE,1923,112
 SEBAGO LAKE,1924,106
 SEBAGO LAKE,1925,94
 SEBAGO LAKE,1926,120
 SEBAGO LAKE,1927,105
 SEBAGO LAKE,1928,98
 SEBAGO LAKE,1929,100
 SEBAGO LAKE,1930,97
 SEBAGO LAKE,1931,102
 SEBAGO LAKE,1932,72
 SEBAGO LAKE,1933,100
 SEBAGO LAKE,1934,110
 SEBAGO LAKE,1935,107
 SEBAGO LAKE,1936,86
 SEBAGO LAKE,1938,92
 SEBAGO LAKE,1939,113
 SEBAGO LAKE,1940,123
 SEBAGO LAKE,1941,102
 SEBAGO LAKE,1942,98
 SEBAGO LAKE,1943,107
 SEBAGO LAKE,1944,114
 SEBAGO LAKE,1945,91
 SEBAGO LAKE,1946,85
 SEBAGO LAKE,1948,93
 SEBAGO LAKE,1950,107
 SEBAGO LAKE,1952,105
 SEBAGO LAKE,1954,103
 SEBAGO LAKE,1956,96
 SEBAGO LAKE,1957,99
 SEBAGO LAKE,1958,96
 SEBAGO LAKE,1959,96
 SEBAGO LAKE,1962,100
 SEBAGO LAKE,1963,105
 SEBAGO LAKE,1964,106
 SEBAGO LAKE,1965,104
 SEBAGO LAKE,1966,92
 SEBAGO LAKE,1967,100
 SEBAGO LAKE,1968,98
 SEBAGO LAKE,1969,111
 SEBAGO LAKE,1970,113
 SEBAGO LAKE,1971,122
 SEBAGO LAKE,1972,121
 SEBAGO LAKE,1973,100
 SEBAGO LAKE,1974,101
 SEBAGO LAKE,1975,88
 SEBAGO LAKE,1976,93
 SEBAGO LAKE,1977,94
 SEBAGO LAKE,1978,104
 SEBAGO LAKE,1979,85
 SEBAGO LAKE,1980,101
 SEBAGO LAKE,1981,76
 SEBAGO LAKE,1982,111
 SEBAGO LAKE,1983,76
 SEBAGO LAKE,1984,106
 SEBAGO LAKE,1985,73
 SEBAGO LAKE,1986,90
 SEBAGO LAKE,1987,88
 SEBAGO LAKE,1988,91
 SEBAGO LAKE,1989,100
 SEBAGO LAKE,1990,95
 SEBAGO LAKE,1992,86
 SEBAGO LAKE,1993,109
 SEBAGO LAKE,1994,110
 SEBAGO LAKE,1995,77
 SEBAGO LAKE,1996,94
 SEBAGO LAKE,1997,104
 SEBAGO LAKE,2000,88
 SEBAGO LAKE,2001,114
 SEBAGO LAKE,2003,114
 SEBAGO LAKE,2004,99
 SEBAGO LAKE,2005,107
 SEBAGO LAKE,2006,84
 SEBAGO LAKE,2007,113
 SEBAGO LAKE,2008,111
 SEBAGO LAKE,2009,102
 SEBAGO LAKE,2010,62
 SEBAGO LAKE,2011,105
 SEBAGO LAKE,2012,78
 SEBAGO LAKE,2013,0
 SEBAGO LAKE,2014,110
 SEBAGO LAKE,2015,114
 SEBAGO LAKE,2016,0
 SEBAGO LAKE,2017,
 SEBAGO LAKE,2018,86
