time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2013-01-30 00:00:00,0,273.53,0.57,95.24,6.23,0,0
2013-01-30 01:00:00,0,273.53,0.36,95.53,6.47,0.002,0
2013-01-30 02:00:00,0,273.53,0.14,95.89,6.72,0.003,0
2013-01-30 03:00:00,0,317.29,-0.07,96.18,6.96,0,0
2013-01-30 04:00:00,0,317.29,0.35,96.29,6.91,0.003,0
2013-01-30 05:00:00,0,317.3,0.76,96.38,6.87,0.006,0
2013-01-30 06:00:00,0,326.91,1.18,96.33,6.85,0.01,0
2013-01-30 07:00:00,0,326.91,1.51,96.31,6.48,0.017,0
2013-01-30 08:00:00,0,326.92,1.84,96.23,6.11,0.015,0
2013-01-30 09:00:00,0,310.5,2.16,96.17,5.75,0,0
2013-01-30 10:00:00,0,310.51,2.35,96.02,5.96,0,0
2013-01-30 11:00:00,0,310.51,2.53,95.94,6.19,0,0
2013-01-30 12:00:00,0,296.2,2.71,95.84,6.44,0,0
2013-01-30 13:00:00,79.7,296.2,3.24,94.37,6.57,0,0
2013-01-30 14:00:00,166.72,296.21,3.76,92.96,6.73,0,0
2013-01-30 15:00:00,253.95,301.18,4.28,91.54,6.93,0,0
2013-01-30 16:00:00,311.21,301.19,5.04,90.04,7.36,0,0
2013-01-30 17:00:00,344.76,301.19,5.79,88.53,7.8,0,0
2013-01-30 18:00:00,267.81,329.77,6.54,86.96,8.24,0,0
2013-01-30 19:00:00,220.64,329.78,6.97,87.21,7.97,0,0
2013-01-30 20:00:00,158.71,329.79,7.4,87.37,7.71,0,0
2013-01-30 21:00:00,71.37,324.57,7.83,87.45,7.48,0.014,0
2013-01-30 22:00:00,0,324.57,7.92,88.13,7.21,0,0
2013-01-30 23:00:00,0,324.57,8,88.85,6.99,0.005,0
2013-01-31 00:00:00,0,350.77,8.08,89.55,6.82,0.008,0
2013-01-31 01:00:00,0,350.77,7.75,90.51,6.09,0.006,0
2013-01-31 02:00:00,0,350.76,7.42,91.46,5.44,0,0
2013-01-31 03:00:00,0,348.1,7.09,92.42,4.89,0,0
