time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2013-01-30 00:00:00,0,327.83,5.61,95.44,2.51,0.04,0
2013-01-30 01:00:00,0,327.83,4.7,95.42,3.59,0.03,0
2013-01-30 02:00:00,0,327.83,3.79,95.01,4.7,0.02,0
2013-01-30 03:00:00,0,319.75,2.88,94.17,5.82,0.02,0
2013-01-30 04:00:00,0,319.75,2.63,94.25,5.9,0.03,0
2013-01-30 05:00:00,0,319.75,2.38,94.31,6.01,0.02,0
2013-01-30 06:00:00,0,309.18,2.13,94.35,6.14,0.03,0
2013-01-30 07:00:00,0,309.18,1.71,94.36,6.42,0.02,0
2013-01-30 08:00:00,0,309.18,1.3,94.23,6.69,0.01,0
2013-01-30 09:00:00,0,300.21,0.89,94.03,6.97,0,0
2013-01-30 10:00:00,0,300.21,0.64,93.77,7.31,0.02,0
2013-01-30 11:00:00,0,300.21,0.4,93.41,7.66,0.01,0
2013-01-30 12:00:00,0,299.22,0.16,93.01,8,0,0
2013-01-30 13:00:00,0,299.22,0.01,92.44,7.85,0.01,0
2013-01-30 14:00:00,25.34,299.22,-0.13,91.78,7.7,0.01,0
2013-01-30 15:00:00,66.4,291.48,-0.28,91.17,7.55,0.05,0
2013-01-30 16:00:00,96.43,291.48,-0.43,90.29,7.48,0.05,0
2013-01-30 17:00:00,121.9,291.48,-0.58,89.38,7.44,0.06,0
2013-01-30 18:00:00,150.95,287.43,-0.73,88.44,7.4,0.02,0
2013-01-30 19:00:00,140.8,287.42,-1.12,87.72,7.57,0.01,0
2013-01-30 20:00:00,123.08,287.42,-1.5,86.81,7.87,0.01,0
2013-01-30 21:00:00,121.27,267.95,-1.88,85.79,8.27,0,0
2013-01-30 22:00:00,65.93,267.95,-2.33,84.53,8.12,0.01,0
2013-01-30 23:00:00,0.41,267.94,-2.78,83.08,8.01,0,0
2013-01-31 00:00:00,0,269.68,-3.23,81.43,7.95,0,0
2013-01-31 01:00:00,0,269.68,-4.01,80.95,8.62,0,0
2013-01-31 02:00:00,0,269.67,-4.8,80.19,9.28,0,0
2013-01-31 03:00:00,0,260.19,-5.59,79.05,9.97,0,0
2013-01-31 04:00:00,0,260.19,-6.13,79.3,9.31,0,0
2013-01-31 05:00:00,0,260.19,-6.66,79.36,8.67,0,0
2013-01-31 06:00:00,0,219.35,-7.2,79.36,8.04,0,0
2013-01-31 07:00:00,0,219.35,-7.52,79.39,7.73,0,0
2013-01-31 08:00:00,0,219.35,-7.85,79.44,7.44,0,0
2013-01-31 09:00:00,0,237.99,-8.17,79.37,7.16,0,0
2013-01-31 10:00:00,0,237.99,-8.59,79.3,7.13,0,0
2013-01-31 11:00:00,0,237.99,-9.01,79.13,7.1,0,0
2013-01-31 12:00:00,0,249.16,-9.43,78.86,7.06,0,0
2013-01-31 13:00:00,0,249.16,-9.41,77.84,7.25,0,0
2013-01-31 14:00:00,53.07,249.16,-9.39,76.82,7.44,0,0
2013-01-31 15:00:00,153.31,244.57,-9.37,75.8,7.64,0,0
2013-01-31 16:00:00,221.92,244.57,-9.26,74.81,7.81,0,0
2013-01-31 17:00:00,280.24,244.57,-9.15,73.83,8,0,0
2013-01-31 18:00:00,284.29,239.01,-9.04,72.87,8.21,0,0
2013-01-31 19:00:00,265.32,239.01,-9.26,72.01,8.13,0,0
2013-01-31 20:00:00,232.26,239.01,-9.47,71.04,8.07,0,0
2013-01-31 21:00:00,131.71,234.9,-9.69,70.08,8.01,0,0
2013-01-31 22:00:00,72.39,234.9,-10.31,70.86,8.11,0.01,0
2013-01-31 23:00:00,2.13,234.9,-10.93,71.57,8.21,0,0
2013-02-01 00:00:00,0,238.51,-11.55,72.16,8.32,0,0
2013-02-01 01:00:00,0,238.51,-11.79,72.46,8.32,0,0
2013-02-01 02:00:00,0,238.51,-12.02,72.69,8.33,0,0
2013-02-01 03:00:00,0,235.15,-12.25,72.91,8.33,0,0
2013-02-01 04:00:00,0,235.15,-12.37,72.76,7.82,0,0
2013-02-01 05:00:00,0,235.15,-12.48,72.53,7.3,0,0
2013-02-01 06:00:00,0,210.77,-12.59,72.3,6.78,0,0
2013-02-01 07:00:00,0,210.76,-12.97,73.36,6.5,0,0
2013-02-01 08:00:00,0,210.76,-13.36,74.49,6.23,0,0
2013-02-01 09:00:00,0,178.15,-13.74,75.56,5.97,0,0
2013-02-01 10:00:00,0,178.15,-14.19,76.82,5.66,0,0
2013-02-01 11:00:00,0,178.15,-14.65,78.15,5.37,0,0
2013-02-01 12:00:00,0,177.77,-15.11,79.47,5.11,0,0
2013-02-01 13:00:00,0,177.77,-15.14,78.4,5.31,0,0
2013-02-01 14:00:00,85.81,177.77,-15.17,77.33,5.51,0,0
2013-02-01 15:00:00,237.56,171.38,-15.2,76.24,5.71,0,0
2013-02-01 16:00:00,349.96,171.38,-14.45,75.16,5.33,0,0
2013-02-01 17:00:00,435.98,171.38,-13.71,74.03,5.02,0,0
2013-02-01 18:00:00,506.83,158.58,-12.96,72.73,4.82,0,0
2013-02-01 19:00:00,461.59,158.58,-12.54,72.69,5.03,0,0
2013-02-01 20:00:00,386.35,158.58,-12.11,72.51,5.27,0,0
2013-02-01 21:00:00,258.24,162.68,-11.69,72.32,5.51,0,0
2013-02-01 22:00:00,143.44,162.68,-12.07,75.02,5.11,0,0
2013-02-01 23:00:00,7.4,162.68,-12.45,77.82,4.82,0,0
2013-02-02 00:00:00,0,250.59,-12.83,80.73,4.64,0,0
2013-02-02 01:00:00,0,250.59,-12.45,81.28,4.73,0,0
2013-02-02 02:00:00,0,250.59,-12.07,81.72,4.83,0,0
2013-02-02 03:00:00,0,255.23,-11.7,82.14,4.96,0.01,0
2013-02-02 04:00:00,0,255.23,-11.32,84.05,4.45,0.01,0
2013-02-02 05:00:00,0,255.23,-10.95,85.84,4.01,0.01,0
2013-02-02 06:00:00,0,257.64,-10.58,87.45,3.66,0.01,0
2013-02-02 07:00:00,0,257.64,-10.05,88.04,3.61,0.01,0
2013-02-02 08:00:00,0,257.64,-9.53,88.5,3.57,0.01,0
2013-02-02 09:00:00,0,263.17,-9,88.72,3.54,0,0
2013-02-02 10:00:00,0,263.17,-8.73,89.44,2.95,0,0
2013-02-02 11:00:00,0,263.17,-8.45,90.02,2.52,0,0
2013-02-02 12:00:00,0,260.31,-8.17,90.53,2.34,0,0
2013-02-02 13:00:00,0,260.31,-8.12,87.91,2.38,0,0
2013-02-02 14:00:00,71.25,260.31,-8.08,85.36,3.76,0,0
2013-02-02 15:00:00,195.49,252.62,-8.03,82.76,5.56,0,0
2013-02-02 16:00:00,287.02,252.62,-7.95,79.86,5,0,0
2013-02-02 17:00:00,357.14,252.62,-7.87,77,4.43,0,0
2013-02-02 18:00:00,488.01,196.3,-7.79,74.16,3.86,0,0
2013-02-02 19:00:00,444.67,196.3,-7.76,72.86,3.8,0,0
2013-02-02 20:00:00,372.7,196.3,-7.72,71.51,3.78,0,0
2013-02-02 21:00:00,259.74,196.97,-7.69,70.22,3.81,0,0
2013-02-02 22:00:00,145.74,196.97,-8.52,73.93,3.37,0,0
2013-02-02 23:00:00,10.64,196.97,-9.36,77.91,3.04,0,0
2013-02-03 00:00:00,0,218.15,-10.19,82.06,2.84,0,0
2013-02-03 01:00:00,0,218.15,-10.26,81.9,2.36,0,0
2013-02-03 02:00:00,0,218.15,-10.34,81.81,1.88,0,0
2013-02-03 03:00:00,0,240.75,-10.41,81.64,1.41,0,0
2013-02-03 04:00:00,0,240.75,-10.25,82.7,1.33,0,0
2013-02-03 05:00:00,0,240.75,-10.1,83.79,1.47,0,0
2013-02-03 06:00:00,0,234.39,-9.95,84.83,1.79,0,0
2013-02-03 07:00:00,0,234.39,-10.01,86.7,1.78,0.01,0
2013-02-03 08:00:00,0,234.39,-10.07,88.58,1.79,0,0
2013-02-03 09:00:00,0,245.1,-10.13,90.48,1.8,0,0
2013-02-03 10:00:00,0,245.1,-9.76,90.63,2.23,0,0
2013-02-03 11:00:00,0,245.1,-9.4,90.78,2.68,0,0
2013-02-03 12:00:00,0,260.17,-9.04,90.86,3.18,0,0
2013-02-03 13:00:00,0,260.17,-8.53,88.14,4.08,0,0
2013-02-03 14:00:00,65.35,260.17,-8.02,85.5,5.28,0,0
2013-02-03 15:00:00,182.44,247,-7.51,82.95,6.62,0,0
2013-02-03 16:00:00,266.95,247,-7.31,80.54,6.9,0,0
2013-02-03 17:00:00,331.78,247,-7.11,78.18,7.19,0,0
2013-02-03 18:00:00,484.84,200.92,-6.91,75.87,7.49,0,0
2013-02-03 19:00:00,441.99,200.92,-6.81,75.16,6.95,0,0
2013-02-03 20:00:00,370.96,200.92,-6.7,74.41,6.46,0,0
2013-02-03 21:00:00,257.55,196.65,-6.6,73.72,6.01,0,0
2013-02-03 22:00:00,145.95,196.65,-7.46,77.61,5.03,0,0
2013-02-03 23:00:00,13.64,196.65,-8.32,81.73,4.05,0,0
2013-02-04 00:00:00,0,215.19,-9.19,86.17,3.08,0,0
2013-02-04 01:00:00,0,215.19,-8.68,86.29,2.75,0,0
2013-02-04 02:00:00,0,215.19,-8.18,86.34,2.44,0,0
2013-02-04 03:00:00,0,255.77,-7.68,86.27,2.16,0,0
2013-02-04 04:00:00,0,255.77,-7.52,88.54,1.62,0.01,0
2013-02-04 05:00:00,0,255.77,-7.36,90.75,1.27,0.01,0
2013-02-04 06:00:00,0,264.77,-7.2,92.88,1.3,0.01,0
2013-02-04 07:00:00,0,264.77,-7.12,92.92,0.65,0.01,0
2013-02-04 08:00:00,0,264.77,-7.05,93.02,0.83,0.01,0
