time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2013-01-30 00:00:00,0,327.83,7.61,95.44,2.51,0.04,0
2013-01-30 01:00:00,0,327.83,6.7,95.42,3.59,0.03,0
2013-01-30 02:00:00,0,327.83,5.79,95.01,4.7,0.02,0
2013-01-30 03:00:00,0,319.75,4.88,94.17,5.82,0.02,0
2013-01-30 04:00:00,0,319.75,4.63,94.25,5.9,0.03,0
2013-01-30 05:00:00,0,319.75,4.38,94.31,6.01,0.02,0
2013-01-30 06:00:00,0,309.18,4.13,94.35,6.14,0.03,0
2013-01-30 07:00:00,0,309.18,3.71,94.36,6.42,0.02,0
2013-01-30 08:00:00,0,309.18,3.3,94.23,6.69,0.01,0
2013-01-30 09:00:00,0,300.21,2.89,94.03,6.97,0,0
2013-01-30 10:00:00,0,300.21,2.64,93.77,7.31,0.02,0
2013-01-30 11:00:00,0,300.21,2.4,93.41,7.66,0.01,0
2013-01-30 12:00:00,0,299.22,2.16,93.01,8,0,0
2013-01-30 13:00:00,0,299.22,2.01,92.44,7.85,0.01,0
2013-01-30 14:00:00,25.34,299.22,1.87,91.78,7.7,0.01,0
2013-01-30 15:00:00,66.4,291.48,1.72,91.17,7.55,0.05,0
2013-01-30 16:00:00,96.43,291.48,1.57,90.29,7.48,0.05,0
2013-01-30 17:00:00,121.9,291.48,1.42,89.38,7.44,0.06,0
2013-01-30 18:00:00,150.95,287.43,1.27,88.44,7.4,0.02,0
2013-01-30 19:00:00,140.8,287.42,0.88,87.72,7.57,0.01,0
2013-01-30 20:00:00,123.08,287.42,0.5,86.81,7.87,0.01,0
2013-01-30 21:00:00,121.27,267.95,0.12,85.79,8.27,0,0
2013-01-30 22:00:00,65.93,267.95,-0.33,84.53,8.12,0.01,0
2013-01-30 23:00:00,0.41,267.94,-0.78,83.08,8.01,0,0
2013-01-31 00:00:00,0,269.68,-1.23,81.43,7.95,0,0
2013-01-31 01:00:00,0,269.68,-2.01,80.95,8.62,0,0
2013-01-31 02:00:00,0,269.67,-2.8,80.19,9.28,0,0
2013-01-31 03:00:00,0,260.19,-3.59,79.05,9.97,0,0
2013-01-31 04:00:00,0,260.19,-4.13,79.3,9.31,0,0
2013-01-31 05:00:00,0,260.19,-4.66,79.36,8.67,0,0
2013-01-31 06:00:00,0,219.35,-5.2,79.36,8.04,0,0
2013-01-31 07:00:00,0,219.35,-5.52,79.39,7.73,0,0
2013-01-31 08:00:00,0,219.35,-5.85,79.44,7.44,0,0
2013-01-31 09:00:00,0,237.99,-6.17,79.37,7.16,0,0
2013-01-31 10:00:00,0,237.99,-6.59,79.3,7.13,0,0
2013-01-31 11:00:00,0,237.99,-7.01,79.13,7.1,0,0
2013-01-31 12:00:00,0,249.16,-7.43,78.86,7.06,0,0
2013-01-31 13:00:00,0,249.16,-7.41,77.84,7.25,0,0
2013-01-31 14:00:00,53.07,249.16,-7.39,76.82,7.44,0,0
2013-01-31 15:00:00,153.31,244.57,-7.37,75.8,7.64,0,0
2013-01-31 16:00:00,221.92,244.57,-7.26,74.81,7.81,0,0
2013-01-31 17:00:00,280.24,244.57,-7.15,73.83,8,0,0
2013-01-31 18:00:00,284.29,239.01,-7.04,72.87,8.21,0,0
2013-01-31 19:00:00,265.32,239.01,-7.26,72.01,8.13,0,0
2013-01-31 20:00:00,232.26,239.01,-7.47,71.04,8.07,0,0
2013-01-31 21:00:00,131.71,234.9,-7.69,70.08,8.01,0,0
2013-01-31 22:00:00,72.39,234.9,-8.31,70.86,8.11,0.01,0
2013-01-31 23:00:00,2.13,234.9,-8.93,71.57,8.21,0,0
2013-02-01 00:00:00,0,238.51,-9.55,72.16,8.32,0,0
2013-02-01 01:00:00,0,238.51,-9.79,72.46,8.32,0,0
2013-02-01 02:00:00,0,238.51,-10.02,72.69,8.33,0,0
2013-02-01 03:00:00,0,235.15,-10.25,72.91,8.33,0,0
2013-02-01 04:00:00,0,235.15,-10.37,72.76,7.82,0,0
2013-02-01 05:00:00,0,235.15,-10.48,72.53,7.3,0,0
2013-02-01 06:00:00,0,210.77,-10.59,72.3,6.78,0,0
2013-02-01 07:00:00,0,210.76,-10.97,73.36,6.5,0,0
